rank,previous_position,trend,nation,nation_url,flag_url,nation_full_name,confederation,points,rank_date
15,,down,,/tschechoslowakei/startseite/verein/17202,https://tmssl.akamaized.net//images/flagge/tiny/220.png?lm=1520611569,Czechoslovakia (-1993),UEFA,50,1993-08-08
16,7,down,,/niederlande/startseite/verein/3379,https://tmssl.akamaized.net//images/flagge/tiny/122.png?lm=1520611569,Netherlands,UEFA,50,1993-08-08
17,38,up,,/nigeria/startseite/verein/3444,https://tmssl.akamaized.net//images/flagge/tiny/124.png?lm=1520611569,Nigeria,CAF,50,1993-08-08
18,8,down,,/belgien/startseite/verein/3382,https://tmssl.akamaized.net//images/flagge/tiny/19.png?lm=1520611569,Belgium,UEFA,48,1993-08-08
19,13,down,,/kolumbien/startseite/verein/3816,https://tmssl.akamaized.net//images/flagge/tiny/83.png?lm=1520611569,Colombia,CONMEBOL,48,1993-08-08
20,31,up,,/polen/startseite/verein/3442,https://tmssl.akamaized.net//images/flagge/tiny/135.png?lm=1520611569,Poland,UEFA,48,1993-08-08
21,47,up,,/rumanien/startseite/verein/3447,https://tmssl.akamaized.net//images/flagge/tiny/140.png?lm=1520611569,Romania,UEFA,47,1993-08-08
22,16,down,,/uruguay/startseite/verein/3449,https://tmssl.akamaized.net//images/flagge/tiny/179.png?lm=1520611569,Uruguay,CONMEBOL,46,1993-08-08
23,6,down,,/portugal/startseite/verein/3300,https://tmssl.akamaized.net//images/flagge/tiny/136.png?lm=1520611569,Portugal,UEFA,46,1993-08-08
24,57,up,,/kamerun/startseite/verein/3434,https://tmssl.akamaized.net//images/flagge/tiny/31.png?lm=1520611569,Cameroon,CAF,45,1993-08-08
25,91,up,,/sambia/startseite/verein/3703,https://tmssl.akamaized.net//images/flagge/tiny/142.png?lm=1520611569,Zambia,CAF,45,1993-08-08
26,35,up,,/agypten/startseite/verein/3672,https://tmssl.akamaized.net//images/flagge/tiny/2.png?lm=1520611569,Egypt,CAF,44,1993-08-08
27,32,up,,/wales/startseite/verein/3864,https://tmssl.akamaized.net//images/flagge/tiny/191.png?lm=1520611569,Wales,UEFA,44,1993-08-08
28,14,down,,/vereinigte-staaten/startseite/verein/3505,https://tmssl.akamaized.net//images/flagge/tiny/184.png?lm=1520611569,United States,CONCACAF,44,1993-08-08
29,42,up,,/elfenbeinkuste/startseite/verein/3591,https://tmssl.akamaized.net//images/flagge/tiny/38.png?lm=1520611569,Ivory Coast,CAF,43,1993-08-08
30,36,up,,/schottland/startseite/verein/3380,https://tmssl.akamaized.net//images/flagge/tiny/190.png?lm=1520611569,Scotland,UEFA,42,1993-08-08
31,41,up,,/tunesien/startseite/verein/3670,https://tmssl.akamaized.net//images/flagge/tiny/173.png?lm=1520611569,Tunisia,CAF,40,1993-08-08
32,46,up,,/griechenland/startseite/verein/3378,https://tmssl.akamaized.net//images/flagge/tiny/56.png?lm=1520611569,Greece,UEFA,40,1993-08-08
33,11,down,,/marokko/startseite/verein/3575,https://tmssl.akamaized.net//images/flagge/tiny/107.png?lm=1520611569,Morocco,CAF,40,1993-08-08
34,34,stable,,/algerien/startseite/verein/3614,https://tmssl.akamaized.net//images/flagge/tiny/4.png?lm=1520611569,Algeria,CAF,40,1993-08-08
35,23,down,,/ecuador/startseite/verein/5750,https://tmssl.akamaized.net//images/flagge/tiny/44.png?lm=1520611569,Ecuador,CONMEBOL,40,1993-08-08
36,22,down,,/sudkorea/startseite/verein/3589,https://tmssl.akamaized.net//images/flagge/tiny/87.png?lm=1520611569,South Korea,AFC,40,1993-08-08
37,88,up,,/bulgarien/startseite/verein/3394,https://tmssl.akamaized.net//images/flagge/tiny/28.png?lm=1520611569,Bulgaria,UEFA,39,1993-08-08
38,24,down,,/osterreich/startseite/verein/3383,https://tmssl.akamaized.net//images/flagge/tiny/127.png?lm=1520611569,Austria,UEFA,39,1993-08-08
39,49,up,,/costa-rica/startseite/verein/8497,https://tmssl.akamaized.net//images/flagge/tiny/36.png?lm=1520611569,Costa Rica,CONCACAF,38,1993-08-08
40,69,up,,/nordirland/startseite/verein/5674,https://tmssl.akamaized.net//images/flagge/tiny/192.png?lm=1520611569,Northern Ireland,UEFA,37,1993-08-08
41,65,up,,/honduras/startseite/verein/3590,https://tmssl.akamaized.net//images/flagge/tiny/66.png?lm=1699286249,Honduras,CONCACAF,37,1993-08-08
42,40,down,,/ungarn/startseite/verein/3468,https://tmssl.akamaized.net//images/flagge/tiny/178.png?lm=1521635893,Hungary,UEFA,37,1993-08-08
43,18,down,,/japan/startseite/verein/3435,https://tmssl.akamaized.net//images/flagge/tiny/77.png?lm=1520611569,Japan,AFC,35,1993-08-08
44,60,up,,/saudi-arabien/startseite/verein/3807,https://tmssl.akamaized.net//images/flagge/tiny/146.png?lm=1520611569,Saudi Arabia,AFC,34,1993-08-08
45,93,up,,/china/startseite/verein/5598,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,China,AFC,34,1993-08-08
46,27,down,,/kanada/startseite/verein/3510,https://tmssl.akamaized.net//images/flagge/tiny/80.png?lm=1520611569,Canada,CONCACAF,34,1993-08-08
47,75,up,,/finnland/startseite/verein/3443,https://tmssl.akamaized.net//images/flagge/tiny/49.png?lm=1520611569,Finland,UEFA,34,1993-08-08
48,72,up,,/ghana/startseite/verein/3441,https://tmssl.akamaized.net//images/flagge/tiny/54.png?lm=1520611569,Ghana,CAF,34,1993-08-08
49,52,up,,/chile/startseite/verein/3700,https://tmssl.akamaized.net//images/flagge/tiny/33.png?lm=1520611569,Chile,CONMEBOL,34,1993-08-08
50,129,up,,/simbabwe/startseite/verein/3583,https://tmssl.akamaized.net//images/flagge/tiny/187.png?lm=1520611569,Zimbabwe,CAF,33,1993-08-08
51,54,up,,/katar/startseite/verein/14162,https://tmssl.akamaized.net//images/flagge/tiny/137.png?lm=1520611569,Qatar,AFC,32,1993-08-08
52,26,down,,/australien/startseite/verein/3433,https://tmssl.akamaized.net//images/flagge/tiny/12.png?lm=1520611569,Australia,AFC,32,1993-08-08
53,74,up,,/island/startseite/verein/3574,https://tmssl.akamaized.net//images/flagge/tiny/73.png?lm=1520611569,Iceland,UEFA,32,1993-08-08
54,20,down,,/iran/startseite/verein/3582,https://tmssl.akamaized.net//images/flagge/tiny/71.png?lm=1520611569,Iran,AFC,32,1993-08-08
55,68,up,,/vereinigte-arabische-emirate/startseite/verein/5147,https://tmssl.akamaized.net//images/flagge/tiny/183.png?lm=1520611569,United Arab Emirates,AFC,31,1993-08-08
56,,down,,/jugoslawien/startseite/verein/17335,https://tmssl.akamaized.net//images/flagge/tiny/223.png?lm=1520611569,Yugoslavia,UEFA,31,1993-08-08
57,58,up,,/irak/startseite/verein/3560,https://tmssl.akamaized.net//images/flagge/tiny/70.png?lm=1520611569,Iraq,AFC,31,1993-08-08
58,19,down,,/senegal/startseite/verein/3499,https://tmssl.akamaized.net//images/flagge/tiny/149.png?lm=1520611569,Senegal,CAF,31,1993-08-08
59,76,up,,/bolivien/startseite/verein/5233,https://tmssl.akamaized.net//images/flagge/tiny/23.png?lm=1520611569,Bolivia,CONMEBOL,31,1993-08-08
60,135,up,,/kuwait/startseite/verein/3432,https://tmssl.akamaized.net//images/flagge/tiny/89.png?lm=1520611569,Kuwait,AFC,30,1993-08-08
61,119,up,,/nordkorea/startseite/verein/15457,https://tmssl.akamaized.net//images/flagge/tiny/86.png?lm=1520611569,North Korea,AFC,30,1993-08-08
62,100,up,,/el-salvador/startseite/verein/13951,https://tmssl.akamaized.net//images/flagge/tiny/45.png?lm=1520611569,El Salvador,CONCACAF,30,1993-08-08
63,25,down,,/turkei/startseite/verein/3381,https://tmssl.akamaized.net//images/flagge/tiny/174.png?lm=1520611569,Turkiye,UEFA,29,1993-08-08
64,78,up,,/gabun/startseite/verein/5704,https://tmssl.akamaized.net//images/flagge/tiny/51.png?lm=1520611569,Gabon,CAF,29,1993-08-08
65,81,up,,/guinea/startseite/verein/3856,https://tmssl.akamaized.net//images/flagge/tiny/59.png?lm=1520611569,Guinea,CAF,28,1993-08-08
66,96,up,,/thailand/startseite/verein/5676,https://tmssl.akamaized.net//images/flagge/tiny/167.png?lm=1520611569,Thailand,AFC,27,1993-08-08
67,39,down,,/paraguay/startseite/verein/3581,https://tmssl.akamaized.net//images/flagge/tiny/132.png?lm=1520611569,Paraguay,CONMEBOL,27,1993-08-08
68,126,up,,/malawi/startseite/verein/8988,https://tmssl.akamaized.net//images/flagge/tiny/102.png?lm=1520611569,Malawi,CAF,27,1993-08-08
69,77,up,,/israel/startseite/verein/5547,https://tmssl.akamaized.net//images/flagge/tiny/74.png?lm=1520611569,Israel,UEFA,26,1993-08-08
70,51,down,,/peru/startseite/verein/3584,https://tmssl.akamaized.net//images/flagge/tiny/133.png?lm=1520611569,Peru,CONMEBOL,26,1993-08-08
71,,down,,/zaire/startseite/verein/26440,https://tmssl.akamaized.net//images/flagge/tiny/254.png?lm=1520611569,Zaire,CAF,25,1993-08-08
72,128,up,,/zypern/startseite/verein/3668,https://tmssl.akamaized.net//images/flagge/tiny/188.png?lm=1520611569,Cyprus,UEFA,25,1993-08-08
73,148,up,,/singapur/startseite/verein/15357,https://tmssl.akamaized.net//images/flagge/tiny/153.png?lm=1520611569,Singapore,AFC,24,1993-08-08
74,53,down,,/mali/startseite/verein/3674,https://tmssl.akamaized.net//images/flagge/tiny/105.png?lm=1520611569,Mali,CAF,24,1993-08-08
75,121,up,,/malaysia/startseite/verein/15738,https://tmssl.akamaized.net//images/flagge/tiny/103.png?lm=1520611569,Malaysia,AFC,22,1993-08-08
76,169,up,,/bermuda/startseite/verein/15735,https://tmssl.akamaized.net//images/flagge/tiny/211.png?lm=1520611569,Bermuda,CONCACAF,22,1993-08-08
77,110,up,,/niger/startseite/verein/14163,https://tmssl.akamaized.net//images/flagge/tiny/123.png?lm=1520611569,Niger,CAF,21,1993-08-08
78,86,up,,/syrien/startseite/verein/13674,https://tmssl.akamaized.net//images/flagge/tiny/163.png?lm=1742914013,Syria,AFC,21,1993-08-08
79,90,up,,/bahrain/startseite/verein/7214,https://tmssl.akamaized.net//images/flagge/tiny/15.png?lm=1520611569,Bahrain,AFC,21,1993-08-08
80,87,up,,/neuseeland/startseite/verein/9171,https://tmssl.akamaized.net//images/flagge/tiny/120.png?lm=1520611569,New Zealand,OFC,21,1993-08-08
81,105,up,,/madagaskar/startseite/verein/14635,https://tmssl.akamaized.net//images/flagge/tiny/101.png?lm=1520611569,Madagascar,CAF,21,1993-08-08
82,161,up,,/malta/startseite/verein/3587,https://tmssl.akamaized.net//images/flagge/tiny/106.png?lm=1520611569,Malta,UEFA,19,1993-08-08
83,70,down,,/jamaika/startseite/verein/3671,https://tmssl.akamaized.net//images/flagge/tiny/76.png?lm=1520611569,Jamaica,CONCACAF,19,1993-08-08
84,146,up,,/litauen/startseite/verein/3851,https://tmssl.akamaized.net//images/flagge/tiny/98.png?lm=1520611569,Lithuania,UEFA,19,1993-08-08
85,98,up,,/trinidad-und-tobago/startseite/verein/7149,https://tmssl.akamaized.net//images/flagge/tiny/170.png?lm=1520611569,Trinidad and Tobago,CONCACAF,18,1993-08-08
86,120,up,,/sierra-leone/startseite/verein/6187,https://tmssl.akamaized.net//images/flagge/tiny/152.png?lm=1520611569,Sierra Leone,CAF,18,1993-08-08
87,64,down,,/jordanien/startseite/verein/15737,https://tmssl.akamaized.net//images/flagge/tiny/78.png?lm=1520611569,Jordan,AFC,17,1993-08-08
88,113,up,,/kenia/startseite/verein/8987,https://tmssl.akamaized.net//images/flagge/tiny/82.png?lm=1520611569,Kenya,CAF,17,1993-08-08
89,140,up,,/lettland/startseite/verein/3555,https://tmssl.akamaized.net//images/flagge/tiny/92.png?lm=1520611569,Latvia,UEFA,17,1993-08-08
90,149,up,,/jemen/startseite/verein/15922,https://tmssl.akamaized.net//images/flagge/tiny/186.png?lm=1520611569,Yemen,AFC,17,1993-08-08
91,112,up,,/tansania/startseite/verein/14666,https://tmssl.akamaized.net//images/flagge/tiny/166.png?lm=1520611569,Tanzania,CAF,15,1993-08-08
92,63,down,,/albanien/startseite/verein/3561,https://tmssl.akamaized.net//images/flagge/tiny/3.png?lm=1520611569,Albania,UEFA,15,1993-08-08
93,89,down,,/angola/startseite/verein/3585,https://tmssl.akamaized.net//images/flagge/tiny/6.png?lm=1520611569,Angola,CAF,15,1993-08-08
94,48,down,,/venezuela/startseite/verein/3504,https://tmssl.akamaized.net//images/flagge/tiny/182.png?lm=1520611569,Venezuela,CONMEBOL,14,1993-08-08
95,147,up,,/athiopien/startseite/verein/13941,https://tmssl.akamaized.net//images/flagge/tiny/11.png?lm=1520611569,Ethiopia,CAF,14,1993-08-08
96,145,up,,/burundi/startseite/verein/13943,https://tmssl.akamaized.net//images/flagge/tiny/30.png?lm=1520611569,Burundi,CAF,14,1993-08-08
97,79,down,,/oman/startseite/verein/14165,https://tmssl.akamaized.net//images/flagge/tiny/126.png?lm=1520611569,Oman,AFC,14,1993-08-08
98,122,up,,/indonesien/startseite/verein/13958,https://tmssl.akamaized.net//images/flagge/tiny/68.png?lm=1520611569,Indonesia,AFC,14,1993-08-08
99,141,up,,/liberia/startseite/verein/9172,https://tmssl.akamaized.net//images/flagge/tiny/95.png?lm=1520611569,Liberia,CAF,12,1993-08-08
100,102,up,,/mosambik/startseite/verein/5129,https://tmssl.akamaized.net//images/flagge/tiny/115.png?lm=1520611569,Mozambique,CAF,12,1993-08-08
102,159,up,,/eswatini/startseite/verein/13675,https://tmssl.akamaized.net//images/flagge/tiny/162.png?lm=1520611569,Eswatini,CAF,12,1993-08-08
103,153,up,,/hongkong/startseite/verein/15977,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Hong Kong,AFC,12,1993-08-08
104,85,down,,/uganda/startseite/verein/13497,https://tmssl.akamaized.net//images/flagge/tiny/176.png?lm=1520611569,Uganda,CAF,11,1993-08-08
105,178,up,,/barbados/startseite/verein/16030,https://tmssl.akamaized.net//images/flagge/tiny/17.png?lm=1520611569,Barbados,CONCACAF,11,1993-08-08
106,163,up,,/myanmar/startseite/verein/16423,https://tmssl.akamaized.net//images/flagge/tiny/116.png?lm=1520611569,Myanmar,AFC,11,1993-08-08
107,134,up,,/republik-kongo/startseite/verein/3702,https://tmssl.akamaized.net//images/flagge/tiny/85.png?lm=1520611569,Republic of the Congo,CAF,11,1993-08-08
108,108,stable,,/libanon/startseite/verein/3586,https://tmssl.akamaized.net//images/flagge/tiny/94.png?lm=1520611569,Lebanon,AFC,11,1993-08-08
109,61,down,,/sudafrika/startseite/verein/3806,https://tmssl.akamaized.net//images/flagge/tiny/159.png?lm=1520611569,South Africa,CAF,11,1993-08-08
110,103,down,,/luxemburg/startseite/verein/3580,https://tmssl.akamaized.net//images/flagge/tiny/99.png?lm=1520611569,Luxembourg,UEFA,11,1993-08-08
111,125,up,,/faroer/startseite/verein/9173,https://tmssl.akamaized.net//images/flagge/tiny/208.png?lm=1520611569,Faroe Islands,UEFA,11,1993-08-08
112,94,down,,/guatemala/startseite/verein/13342,https://tmssl.akamaized.net//images/flagge/tiny/58.png?lm=1520611569,Guatemala,CONCACAF,10,1993-08-08
113,62,down,,/burkina-faso/startseite/verein/5872,https://tmssl.akamaized.net//images/flagge/tiny/29.png?lm=1520611569,Burkina Faso,CAF,10,1993-08-08
114,124,up,,/togo/startseite/verein/3815,https://tmssl.akamaized.net//images/flagge/tiny/168.png?lm=1520611569,Togo,CAF,10,1993-08-08
115,123,up,,/suriname/startseite/verein/15359,https://tmssl.akamaized.net//images/flagge/tiny/161.png?lm=1520611569,Suriname,CONCACAF,9,1993-08-08
116,155,up,,/fidschi/startseite/verein/13955,https://tmssl.akamaized.net//images/flagge/tiny/48.png?lm=1520611569,Fiji,OFC,9,1993-08-08
117,10,down,,/kroatien/startseite/verein/3556,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Croatia,UEFA,9,1993-08-08
118,130,up,,/estland/startseite/verein/6133,https://tmssl.akamaized.net//images/flagge/tiny/47.png?lm=1520611569,Estonia,UEFA,8,1993-08-08
119,210,up,,/san-marino/startseite/verein/10521,https://tmssl.akamaized.net//images/flagge/tiny/144.png?lm=1520611569,San Marino,UEFA,8,1993-08-08
120,180,up,,/bangladesch/startseite/verein/15033,https://tmssl.akamaized.net//images/flagge/tiny/16.png?lm=1520611569,Bangladesh,AFC,8,1993-08-08
121,171,up,,/st-vincent-und-die-grenadinen/startseite/verein/17762,https://tmssl.akamaized.net//images/flagge/tiny/224.png?lm=1520611569,Saint Vincent and the Grenadines,CONCACAF,8,1993-08-08
123,176,up,,/mauritius/startseite/verein/14239,https://tmssl.akamaized.net//images/flagge/tiny/109.png?lm=1520611569,Mauritius,CAF,8,1993-08-08
124,92,down,,/benin/startseite/verein/3955,https://tmssl.akamaized.net//images/flagge/tiny/21.png?lm=1520611569,Benin,CAF,7,1993-08-08
125,30,down,,/panama/startseite/verein/3577,https://tmssl.akamaized.net//images/flagge/tiny/130.png?lm=1520611569,Panama,CONCACAF,7,1993-08-08
126,117,down,,/sudan/startseite/verein/13313,https://tmssl.akamaized.net//images/flagge/tiny/160.png?lm=1520611569,Sudan,CAF,7,1993-08-08
127,165,up,,/antigua-und-barbuda/startseite/verein/16028,https://tmssl.akamaized.net//images/flagge/tiny/7.png?lm=1520611569,Antigua and Barbuda,CONCACAF,7,1993-08-08
127,165,up,,/antigua-und-barbuda/startseite/verein/16028,https://tmssl.akamaized.net//images/flagge/tiny/7.png?lm=1520611569,Antigua and Barbuda,CONCACAF,7,1993-08-08
128,55,down,,/slowenien/startseite/verein/3588,https://tmssl.akamaized.net//images/flagge/tiny/155.png?lm=1520611569,Slovenia,UEFA,6,1993-08-08
129,142,up,,/indien/startseite/verein/13957,https://tmssl.akamaized.net//images/flagge/tiny/67.png?lm=1520611569,India,AFC,6,1993-08-08
130,99,down,,/belarus/startseite/verein/3450,https://tmssl.akamaized.net//images/flagge/tiny/18.png?lm=1520611569,Belarus,UEFA,5,1993-08-08
131,28,down,,/ukraine/startseite/verein/3699,https://tmssl.akamaized.net//images/flagge/tiny/177.png?lm=1520611569,Ukraine,UEFA,5,1993-08-08
132,107,down,,/vietnam/startseite/verein/8778,https://tmssl.akamaized.net//images/flagge/tiny/185.png?lm=1520611569,Vietnam,AFC,5,1993-08-08
133,133,stable,,/guinea-bissau/startseite/verein/3701,https://tmssl.akamaized.net//images/flagge/tiny/60.png?lm=1520611569,Guinea-Bissau,CAF,5,1993-08-08
134,151,up,,/guyana/startseite/verein/15736,https://tmssl.akamaized.net//images/flagge/tiny/61.png?lm=1520611569,Guyana,CONCACAF,5,1993-08-08
135,138,up,,/botsuana/startseite/verein/15229,https://tmssl.akamaized.net//images/flagge/tiny/25.png?lm=1520611569,Botswana,CAF,5,1993-08-08
136,167,up,,/st-lucia/startseite/verein/17761,https://tmssl.akamaized.net//images/flagge/tiny/230.png?lm=1520611569,Saint Lucia,CONCACAF,4,1993-08-08
137,157,up,,/tahiti/startseite/verein/17763,https://tmssl.akamaized.net//images/flagge/tiny/237.png?lm=1520611569,Tahiti,OFC,4,1993-08-08
138,164,up,,/grenada/startseite/verein/14175,https://tmssl.akamaized.net//images/flagge/tiny/55.png?lm=1520611569,Grenada,CONCACAF,4,1993-08-08
139,84,down,,/haiti/startseite/verein/14161,https://tmssl.akamaized.net//images/flagge/tiny/62.png?lm=1520611569,Haiti,CONCACAF,3,1993-08-08
140,111,down,,/libyen/startseite/verein/6602,https://tmssl.akamaized.net//images/flagge/tiny/96.png?lm=1520611569,Libya,CAF,2,1993-08-08
141,190,up,,/laos/startseite/verein/16431,https://tmssl.akamaized.net//images/flagge/tiny/91.png?lm=1520611569,Laos,AFC,2,1993-08-08
142,115,down,,/mauretanien/startseite/verein/14238,https://tmssl.akamaized.net//images/flagge/tiny/108.png?lm=1520611569,Mauritania,CAF,2,1993-08-08
143,67,down,,/kap-verde/startseite/verein/4311,https://tmssl.akamaized.net//images/flagge/tiny/32.png?lm=1520611569,Cape Verde,CAF,2,1993-08-08
144,152,up,,/salomon-inseln/startseite/verein/15740,https://tmssl.akamaized.net//images/flagge/tiny/69.png?lm=1520611569,Solomon Islands,OFC,2,1993-08-08
145,188,up,,/brunei-darussalam/startseite/verein/14233,https://tmssl.akamaized.net//images/flagge/tiny/27.png?lm=1520611569,Brunei Darussalam,AFC,2,1993-08-08
146,144,down,,/lesotho/startseite/verein/13962,https://tmssl.akamaized.net//images/flagge/tiny/93.png?lm=1520611569,Lesotho,CAF,2,1993-08-08
148,143,down,,/dominikanische-republik/startseite/verein/15232,https://tmssl.akamaized.net//images/flagge/tiny/43.png?lm=1520611569,Dominican Republic,CONCACAF,2,1993-08-08
149,199,up,,/pakistan/startseite/verein/15352,https://tmssl.akamaized.net//images/flagge/tiny/128.png?lm=1520611569,Pakistan,AFC,1,1993-08-08
150,132,down,,/nicaragua/startseite/verein/15351,https://tmssl.akamaized.net//images/flagge/tiny/121.png?lm=1520611569,Nicaragua,CONCACAF,1,1993-08-08
151,166,up,,/kuba/startseite/verein/3808,https://tmssl.akamaized.net//images/flagge/tiny/88.png?lm=1520611569,Cuba,CONCACAF,1,1993-08-08
152,203,up,,/seychellen/startseite/verein/3562,https://tmssl.akamaized.net//images/flagge/tiny/151.png?lm=1520611569,Seychelles,CAF,1,1993-08-08
153,139,down,,/zentralafrikanische-republik/startseite/verein/12933,https://tmssl.akamaized.net//images/flagge/tiny/138.png?lm=1520611569,Central African Republic,CAF,1,1993-08-08
